D9S7HKS3D10;H10C2C7D5H2
SKCKS9D6CJ;H6D7S7H3HK
H8S7HJCKS2;CJH4C6DQC10
S7S2C6C8S10;SAC3H2S3D2
C9H4S2C10S8;HJH5H6SJCJ
DKS4H6H10D9;C10HAS6H2C2
H5HACAD8SJ;C8D7S3D10D5
D8D5H7H9D3;H3SQCQS4C5
D6S2D9S3C8;D10CJC3D2CQ
H4S8C9SAHQ;C3C7D5DAD4
C2HKH8C5S3;S7H10SQS6D6
S3S2D5C10C6;H5S6S9D3SK
DKH10SJS6DA;SAD4CJHKD8
S5D6S9H5C5;H7D7H8SJS10
SAS7D8CKS2;H4D10D5S5D9
H6C5C9CJD7;HJC2HQS10C8
C6S4C2S7D2;CKH8H9SKD6
SKH6CKS4DQ;D10D5SJSAC6
C4H2SAD3C6;S2DKD2H4D6
S9HACQH9CJ;S4S10SADADJ
S10CQS9C6C10;H3S5H4S6C2
H8S6C2S5C7;D2D6S4D9H9
DJD3H7C6D6;SAS2C8S8S9
D6H3C8HJC7;S6D10CQH7C2
S3C3C2H5D8;H4C7S8C10DQ
S9D5S6HAS3;C3SKDKSQD8
C2S9D2DASQ;C6C10H5SAHA
CAC9HQH3SA;D3DASKSQD2
SJSAS8S6C3;D9C4HJH6H5
S7S2SJH3DK;S4S6C6S9C4
H5SAH2H8H7;SQDQS9C9D4
S4C4D10CJCQ;HAH8H3D8SA
D10H2H10C8S4;SKC7C6CADK
S4S10HJS6S7;S9D9C2S3S8
DJH5CQSAH9;D9CKS8S6SJ
S4S10C3CQC7;S8D10S3D2SQ
S7S4H7H6D4;D8DQCQC2D6
SKSADJHKS2;CQD4H7C8C7
C8H5C4DAC6;H3CQDQH7HA
S4DQS5SKD5;C10H6HQS10H4
S10S8SKHKC7;CQDQC8S5H10
H5S2H8H7H6;CJHJS7H3S6
S8SKH10D10HQ;D7S10H2HKC3
C3S7H2CAD5;H9C7S3D6D3
H9H3C2D10C5;H2DJSQS2SJ
S3CACJS8C6;S2SJCQD3HK
H8C6C10C5H9;CJS2DJH3H6
HJD7S6H4S7;CQC9S3H9H2
S7H3D6S10C9;S3DQH9D5H5
D6S5CAD3CQ;SKD5H2D8C8
D5SAS9H10C7;SJH7C9DKC6
SAC5DJD4S2;C8D5S3S4H4
H5D7D5S4HA;S5HJCAC3H3
SAHJC9CKCJ;H2C7H4H8S6
C8SAHKS2H7;S9S3H3C2SQ
S5S7D9D3C2;DJC6CKCJH7
SKCJCKD3H8;SJC2S7HQH4
C9HAS7D10H9;S6S2C3HQDQ
S3HADJH9CQ;S4DAHJC5HK
D9S9CASKH8;C7D7HKD4D10
D7H5S5HQHJ;C10D4H10H7DJ
SAD10SKH6SQ;H2S6D7C5S4
C6HADAD3H3;S9D10H5C9CJ
D8SAS4S2SQ;H7H9H6H5S3
HJD8S2C10DQ;CAS4D6C4S6
S9HKS6H10S10;D6S7SACKC9
D9CAS8D10H10;CKS5DQD3S4
S2D7SAD2C7;CQC4C5H2SK
C4D6C6C8S2;S3S5S4C10D4
H3C4S6HJC10;D7C8S5D2H8
C9H8H7S4DJ;S10D6CASKC4
DJDAD9HKS2;SJH4D10SAH3
CJDKC10SJSK;HQHJS8C4S5
S9S3DAS5HQ;DKD8D5D3D4
S10S6C3CJDJ;DKC10D7SKD6
S5S2C3D9C8;CJH10C7H6HQ
H9S6S4C4D10;HAC8SKSADQ
C4HKS8H2CJ;C9S4SQDKD3
S6SADQS4S2;C7S5S9HKSK
C3C7DQS3C6;S7DAC9D9H2
CKC6D3H9C4;H2CJDJH3H6
HKS8S10C6CJ;C10SJC4H7H9
C7SAD5CKS2;D2C3SJSQC6
C5S5H9HJC10;D7SKH5S4D10
DKHQHAC6SJ;S7D4S10D5DJ
HKH3D7SAD5;HJC6S6D9C4
HQSJH3D7C6;HJH6DAS4S3
S9S8S7DAD4;C7H9H10D7CQ
D10S4SASQC10;H3D8H5CJH8
SAC7S10S2H3;H2S7D10CKC9
D6D7DQCAD9;HAS2SASQH7
H6H3D9H10SA;C7D5C10C6D6
HJS8H2S2CJ;C5D7H5DAD6
H6SAH9C8H3;S2C10D4CJD5
H4S2D5C3H10;DKS4D10SQH9
C4S2S4C8H5;CQDKS9S6D8
D6DKS4H5C10;H9SQC4H4S9
H6SJHKH3H7;S7D10C2DASQ
H8D10HJC10C7;H3SAD9S2H4
H5C4H3SAS10;H9CKS6C9CQ
CAC3C6H7DJ;S6S7H2H6D5
H3H2C6HJD4;S6DQD10D7H5
CQD4D6S5S3;S2H8C4D2D8
S4H2D2H4D5;DQCAS8D4H7
CQDJHQS3H6;S2D4D10C7H4
S3S2DQS9C5;C4D2HAD8H6
H2H10S8C2D9;C6C4D6D5S2
H2C7C9C3S9;H9H4H3HAD3
DJH6SAS4H7;H5S9H4C8SQ
C3HKD4D6S6;SQC6H9C10DK
H3SKH7S6SQ;D8H9C2H8H6
D5S3S4HASJ;D10C7C9H2DQ
H2HQC3S10S8;CQS6CJS9H3
C7SKS4H8H5;H7D8S3C3DK
S4D4CAS3C5;D9S8D8C4H5
HKS7H9H4C7;SAH7D9DJC3
H8D10HAS7H5;C9H10H7C4S10
C2S9SKD7S8;DAD2CKCJDQ
S10SQCQC4C7;S8S7H5SAS9
DASKD9CJC4;C6C5D6C7S9
H5D3S7C4D8;H7C6S3SQD4
H8H6C5DQH2;CAD6DJC7DK
SAH9D10C9SK;S7D2CKDADJ
S3S4CJS8D2;DJS6S5H7C7
CAHQS8DKC10;H6H9S4DJS3
C7C2D6HAH7;H9C3H2D10C4
S7S8HJHAS3;DKD5H8C9C6
H2SQH4SJHJ;C7S4DKCASA
S4S2D9S9DK;C8S6SQC10H8
HJS8D5D2S10;C4SKH2C10H6
C5HAD5CQC7;C8SAD4HQD8
H2S8D2D6CQ;H4H6SJH5SA
D8D6H3H7HJ;CQH8SAC5S9
S6C2SQD4C4;D9SKH9C6S7
D6SAS2H10C7;D2S6C6S10DA
H4S10D6D5S3;D10H7SQC3H5
S6S8S9S5DJ;HAH4S4C10H10
D9C6C10D6H5;H3SAHAH4C3
D5CKSKS5S2;S6C6CASAC2
S6HJD3D4DA;S4SQH5D8C5
D10DKS8S10HK;S4SJDQD6C10
D5DJS8D6H6;D10D4D9SKCJ
SADJD8SKH10;S2H9SJH3C9
D5H8S2CJCQ;D10CAC3H10DJ
D7H3H6HAS8;S3C5C7H7DA
S4H9D9HADJ;H3S8SAH2S6
H9S6C10H4H6;HAS2SQCQS9
SQC9C3S2D9;H5S4HKS10D4
H8C5D6H7HK;H9SQS8HAH4
HKS2DKH10H6;HAD2S6C10SJ
DAH10S9S8CK;H6H7SAC7DQ
D3S3C6S4S2;H7D10C4S10S8
CKD4S3HJS10;CJS7C2C9DK
D5CAHQD2C9;CQC7DKD9S10
SAS6H5D7C9;H4D4SJH3HQ
CKDJS9D7HA;C9DACJSASQ
S3C10D7SJCQ;DQD5CKC3H2
H8SJD2DQH7;SKCQH6H4C6
D4D3S5S2SJ;S7CQH5DKCK
HAS9CJC10D3;DJD7SAD10H6
SAS4S10CAC5;D3S8C8HQDA
C9CASKCQH3;H7H5SAS3HA
S2D7SAHAC6;CQH7H4D8HJ
HKH4S8D3H6;C4D2S2S10SA
C2CQH8D5H3;S5C5H6DQHA
S4SKHJCJCK;H9C8DAD10H2
C4C6H5SJH7;H4C2D8H10D6
HJSAC6C5S3;C3H4D8SQDQ
SAS3S10SJSK;D8S2C5H9C4
C9H2DQH4D9;H7H8C4SKS7
SAS2CJS5H7;D3SJC2C4D10
S8SACQDKC9;CJC3C2S3S6
D9SAD10S7C3;C5C4H6H4H3
DQHKCJC3S7;S4SKSJD4H2
C5D6S10S9SA;H7D7S4SQS5
SJHAH10DQD5;HJD9C6H4D2
HAS8C10CJCQ;H7HJH4D2H5
S4D4DASQS9;DKC2CQD7C4
HQSAS7CKHK;C10S5C8D3HJ
SQD9S4D3C3;HACQDKH6S3
C3HQHAD7CA;H7S3S4C4H2
HJDKH7C8SQ;D2H2HAH6CQ
D9S7SAH2SQ;SKS8CQCAD5
S6CAC9C8S3;S5CQH6SKH10
H2C4H4S5D7;C2D9D3S9H8
C5SJD10S5D9;H9D8CACKC9
H9SAD6S5C4;DQCJSQCAC9
SAC6D9S8CQ;HJD8C10D5DQ
SAS4H8H10D2;S2C8D8C3HJ
C2SAD5D3H5;S4S3S10D10DA
C10S4DJD10H3;C4H10S5H5CK
HACAC3S8SK;DADQCJD3D6
D8S4SAH2H7;HJD9S6D3S10
DKH8H5S3H7;DAHAD10S2CA
CASAS2H8CQ;D5CKD10HQS6
DKD5S8C7S7;S10SACAS2SQ
SQDJH10HJS9;S7S2CKHKC3
CJS3CQHJDA;D9S4H4S10H8
S2H10D8H8SK;C8D3S8S9S7
C3S4H5S8C8;H7SKD6DAH2
SAC5S4C4S9;S2D8D3C9CJ
H3H2D9C8S2;C2SAC4H6H10
DAC6D3D4S3;D8C7H9CKC10
S6H4D7CQSA;DAH7H3S2DJ
D7S8D8SAC4;D2H10H5SQC7
HJHKDJC7SA;C2S2C9D4S6
S6S10C8S2DJ;CJC6H9C5D10
S6S8D9D5S4;H3CJH4SQD4
S8H3D5D2H5;C4D10SJC9C2
D8C9S2S10HK;H7H2H10DAHA
CAH6D7H9H3;S4H7D8H8C6
D4S7SJC6S6;C5D10H6H10D9
C4S4SJD3S7;H6HJH4SKS6
HQH10C10H3S2;HACQH9D9C2
HQDKD2H2S8;CAS3C10S2C3
H6SQHQSASJ;D3CAD4H9DQ
C4C3H8HKS8;H7H6DASJD8
D3S6H4CQH9;HKH3SAHQD2
H3H6SADKH9;C10DAD5C8H7
H10S8S2HQS3;SADJSKDKHK
C5CKD9D5DK;D4DAS4C4HA
H3D7C7H2CQ;SAD10S2C6D4
H3SAH2D2H7;C2S2HKCQD4
S7H7C3D9S10;S6D7D2S8HJ
S10SQDQC9H10;C3H4SAS2D7
S7C3D10C6HA;H8CKSAH4S3
SAS2CAD9C7;C10D7D4H7S4
D10C2SKHKC10;S6D7H5SQSA
S4DQH4S7S6;CQD6D10H2SA
CKSAH9S2C3;H2S3S10H5H3
C6H8D2D10S7;S6D3S9DJC3
H9SAD7H5H6;D3HQD5C6S2
S8S2H4HJH3;C8C9C2SQD4
H8D9S4S8H7;CAD4H2C8C7
C2C5C3SJS8;H6C7S6H3SQ
S10S4SQS6HK;H6C3C9D6S9
C4S4CAD2H8;CJD8D10S3SQ
S8S3D9C8S6;S9H6D10C10D5
D6D5H2DKH4;S8S6H7C2C4
C2C4HJC5H4;D5SASJD7HK
S2H10D9HQC8;D6DQC5H4DK
SAD10HJCJD6;H7CQS2HAC10
S8D5SAC3H4;HQC6H2C7C5
HKS9H5H7SA;C7D3C8D2S2
H4S7C5C3CJ;CAC10HJHAD10
HKS3H4S2H7;S6C6C7CAC4
C10H9C6CJS10;H3HKC7D6C5
S7S6D9H4CJ;S5CKCACQS8
D7C4C2CKDA;S2C7DJSQD2
SAS6C5HJC9;D6C3D3S9H3
H8HQSJH5HK;D5D9S3C8S7
HKS6S3C4CQ;SKC7H2HADJ
HKH2D7D4HA;SAC5SJD5D9
HJS10CQCKSJ;S9H6SKD2DJ
H7D6SKH8D7;C7HKS3S4C2
HKH8D2D7C2;S2D5HJH5C4
C2H5HAS3H4;C10HKC5D6C8
D2S5S6DKS4;DAS7S3HJHQ
S2D7SKD6C4;CKDQD2C8C3
C9S8DQS7S2;SKH3SAD10S5
D8C2H8CJS3;C4D5S2SJD9
HQH5C9H2SA;S4S2D9CJH8
S4C2SAHKH9;D8C10H2HAH10
C3S5C9S7DK;D6C8H5H4S4
DQDJSQSJH7;SAHJD5S2H3
D2H3S8SJS3;CQHKH7S9S5
DKS8H6H9C3;SASKHJSQH2
H8D6C5SAC3;SKC7H3S2SQ
S5SAS2C8SQ;C9DQD6H9S3
HAH4D10HJSK;SAS3DKH2H5
SAD7C3S10S5;H4H3D3DKH5
H5S8S7H3SA;HQS5D6CAD2
S2C4S4C6D10;CQD4H4H10H6
S3D2SADJH6;SJH2DQCAD3
D4H4D5HKS6;S9CAH6D6S5
C4S10D3S7H2;SJC10D5C9H8
SAD8S2H10S6;H5DKCAC2C9
C6SQS4C10S3;S5D2D10S10S7
SKS5H8SAC4;HQD6H10C8C7
DJS2C6D4C7;SAD2C4HJD9
S7S5H9C2H8;HJC9S8D4HQ
H7S4D9SJD8;C4S9HKDASA
H5SAD9C8S3;DASKS10C9HK
D3C6D2H2C10;SJS7C5D8SA
D6S5S8S7H6;D8D5D10C8D3
SAS9CJHJCA;S2H7C9H2S3
SQD9S6DAC7;D2H9C5C4D3
SAC3DAS9C8;D7D4S2C2D2
C2S7HKD3C3;CJSAHJC7D2
H7D3SACQS5;CAS7SJS2HK
S8S2SQS10DQ;S4C5D4HJD9
D2C5HAS9HK;S6CAH4D4DJ
C6C2D3HQD8;SAH4C5C8DK
S4CAH4HKD5;C6DKS3H5H6
DJC3C6C4D5;CAC5D6D2SQ
S6S3D3HQD7;H7DJH6C8H3
C5DAD5SAS4;S7D7C7S2H3
D10SAS2H4D9;D6DJHQH5C6
CAS5D9S10SJ;SQC3S3SAC6
SKC2S8HJHA;D8C6D7SASQ
SAC6H10S4DA;HJD5S2D7H4
H7C6D2CAS2;SAS9CJH6CQ
S2D4C6H10HQ;H9H5D3D9S5
H9C4C6C10H7;S3HKS6D4CJ
H7S8C2SASK;CJC5HJS9HA
S4HKS10S8CK;S9H10H3H9D3
D7H5D8S7H6;SQS6SKCAC8
C2HJDKCJS10;D7D2S3S4C4
S8SAC7C2DQ;D8DKHAS2S6
SAH9D7SKC9;DJS10H3HJS8
H7SAC5CQC4;SKSJDKS4C7
D2HAS4S6C7;DACKS7C8DQ
SAS10S8D9C9;C2D10H7D7H6
H2HJHASAD7;HKDKS10SQCK
CQS10S8H8DQ;C4C5D7H10D10
D6SJH10DKD8;C10H9C3D7CA
HKC8C2C6CJ;SQDKS8D4C4
S8D2H8D8CJ;HJS6SKH9DQ
SAS5C2S8S10;HASQC8C5C7
HQS9SKC2C8;D3S5SAC10S2
SAC4S2D8H5;S3D6C9C3HJ
SKC2H3C5C8;SJH5D10C6DJ
D9D4H2H9HQ;S7C5CAS9D10
H3SASKH10S7;DQD5HQC2DA
D4H5HQSAC9;H9DJS7H7S2
HJSADQHQH3;S2CKH4H10S6
SQC2H8D2H6;HAHJSKD9DQ
SQH2S8H9SK;C3S5HAC2CK
DJS4S3C8S8;S2D9H4H3CQ
H4H10C7S5H8;D7SKH9H6S10
S9SKS2H8D9;S4D3S6D10C4
DAHKS5D5S8;H3C9D6D8H2
S10H6S4S6S3;HJC10CKH10HA
DJDQD8D5C5;D7C4C10S5HK
H5H4C10C6SA;SKHJHQD5D9
S4C5H2S7S9;HAC2H3H8C10
C2S3CAS7SK;S4S6DAHQHK
S2S7D5H5D3;SJSAC8CQH7
SAD8H2S9S10;C7S4S7C10SQ
C8D4D8S3HJ;CKDAC3D2H2
CAD7H2S3DA;H5CKDKD9HQ
S8C4SAH4DA;D2C3C5SJHK
DAC7DQS7S3;CKC8S8S9SK
D5CAC5CQC6;H4D3D9SAH2
S9C2HQCKH8;D6S6D9SJS2
C2S8S7DAC10;D5SKSJH4H9
H9H8DJHQHJ;CKD6HKD9SQ
C10H4HQS8CQ;SQD4HJHACA
S6H3C7SAH7;D6SQCACKD2
H9HASAC3DJ;CKD2D6SQS2
D7D2S8S5SQ;CJD6C8C10S6
C8S3C5SACA;D3DAH2HAHJ
S5S4HAS9H4;S8DKC3D10H5
H5C9C4HACJ;D8C3H6CAD4
H7C3SQD10S4;C8H5C9HQCJ
S9C10D8D7D5;H2H10D9SACK
H2S2CKS8H10;H8D5SJDASK
HJD3S5HAD7;C6C9D4H7H8
C9D7S9D2DJ;C3H9S10SQSA
D10CJS3S10S4;H10S5SACQD8
CQCACKC7DK;SADQS7HQS9
S8SJC10C7H10;H2S2HAD5DA
S8H9D5S6HQ;H2H8HKD8D7
H2SADJS2D9;HKH3H7C6H8
D9D2C4S7S2;D5SJS3S8CA
H2S4C5HKS6;C2S8CASKD5
SKS8D8H10S10;D6H7D2H8D9
H9D4DJD10CQ;CKH10S2C10D9
C8S4HQHKS6;HAH4S2C3H10
SKS8D4H8C4;SAD9D2S10SJ
D9S4CQS10SA;S8H3C8H4C10
SAS2D5DAC7;H7DQS5H5H8
H6C3SADQH4;S2D3C8S9D9
SAC2D5D2D7;S7D3S9S4C9
H4S9D3H8SQ;H10SAS7S8CQ
S9SKD3C4S3;CKH2C10C8S8
D3SADAS7C6;S6C2C8H7H2
CQD5CKDAH9;CJS2S8H2D10
C7DKSQS3D7;D8S2C8S6S5
C3H7C9DAS6;H6D10SAC2HQ
S5C10CKSAS10;C4C7D2DADK
H6C7H10H8S5;C8H3HKD9H5
S4SJCAH4H2;H7C7S10H9DK
S7H6C5H8S8;D8CAS2C2DQ
SAD5DAH4S8;DQC7C10H2H3
H6H5D3D9D6;S9SACAH4HJ
H2S3CJD8S4;C7C6S9S10CA
C3S5HAH9S4;D9H5H4D7H7
CAC10D7CJHQ;D10DKS6D9H9
C2H4D9S7D7;D5DKS8S6H10
S3C4S8H3CK;D3HKCJS9H5
C7CKC3C4D6;S4DJS8S3H10
DKS10C6CQC8;C2CKD9H6C10
C2C3D6CAH6;H2D2HJS10H3
H6S10D2SKSJ;HQS4C2DAS5
S3SADQH4H6;SJD7D5S4CK
H6H2SKC9HA;H5C10D4DAC4
CASKDAS7D8;HJDKH3S2D6
CAC9DQSAS10;D7HJH8SQD8
DAD5S4C10C3;D6S9S3H10H3
S3S7D10HKC6;H9CADQS2S8
DKC8HAD4C2;CAD7C6SQSJ
HJC7CAS7C9;D4S6H10H5C6
SAC7D10D9H10;CQCADQD7DA
H4H7D5C7DA;C10D8DJS7H5
DQSKSACKS4;C6C2D5HJCQ
HKH6H10CKS6;S2D7H3H5C4
C6DJDKD7C4;S8S6CASKCK
S7SAS2S8H10;SQC6C9D7D5
HKC2C5SKD8;H8H9CKS10H5
CAS6HJH3C7;DQD4C5DJC3
S3SQCQS6H7;D6DAC6H2HQ
SASQC3H10SK;CJS8H7C10H6
H9SJS8SAC6;C8CQDAD3D8
S7SQD5SKS3;SJHKHAH10S2
S4SAS2S5C9;C10HACAC5C3
H6H3C4CKS4;S3D6S5H8S8
H6CQH4D8DK;D5D9HKD6C5
H7H3CQSAS2;C9HQD3H2HK
C2D10S8CKD9;H5HJD7SAC9
H4H6H9H5SA;S7DKC10C7S10
C2H3D7D4CJ;S2C7SQD8S4
S5HKD2D8S3;H3H7C2C6S7
D8DJS2S3D10;SKC9C2C3H6
DJS7H10C6D10;H9DKHJHAHQ
C2H2D5C3DJ;D3CQC4SJS2
H2D5DKD8S9;C5CQC10C4SA
S4HKH3CKCJ;D6D3DJH6S3
SQH3S4DKCQ;S7S5DQC10HJ
H4S3H7S2SA;S6C4H5S7HA
DQS6S7D10C4;SAS10S2CJSQ
H8S3C2SKD2;CAH6HKD4C10
SJS8SKC10H7;DADKC3S5S3
D6C9C7CQH5;S6DAD8C4SA
C5S9D2DKH6;S7H7C8H4CJ
H8S4SQSAC6;S8D6H2DACK
H7D6S2S10HA;H6H5D2C4C7
H10S5D5C3H4;S4H8S6D8DJ
HKC8D8S8C4;SKS4C3SAS10
H2S4D6C3CK;S3SJC9S9CQ
S4C4D7S2H4;D6S10C10C7S6
H5H4D2HACA;D4S4H3HQHJ
S5D5S7H2C3;C7C4H6C5CK
C6S9CQDJC10;D9S6CJS7S8
D7S3HACKS2;DJDKD2D4S7
S4D8S6HAC6;DAHJD9C10H5
CQDQD7S9DJ;H6CJS7C7S4
S9D9S3H9C8;DAC4D2H2C2
S4CJHKSKD5;C5D9S3H4D10
H3DKS4C7DQ;S9CKD3SQHJ
SAS8CJH7S2;C3C7HJD7S6
SJS3D3D7S8;D6H6SAH5DK
S5HJH3D7D10;SAD9HAS4S2
CJSJS4CKDA;D5HJC8DKH9
S9H3HJH5SA;D2SQC2H6S5
H3S10HQD9H7;C6H9H10D4H4
C2C5D10S7H5;C10H10S6D5D6
S5C3S2DKH7;S9D4C5S10D6
H6HJD4C5SQ;SKSAH4C2D10
CJS9S6HJS10;S8D4C9D7D3
C5S3S10H10SJ;H5S5CKHQH2
SJS3C4S6C7;D10C8HJH7S5
D9HJS2H2H9;H6D3C6H3DJ
D8S5S4C2H3;S3C4C8DAD5
DJS5C6DKD4;C7D3D8C8D6
SKHKC7CACK;D7H8H4SAS2
H2D10S7D6S2;C7D7CQC9D3
C5D3HAH2HK;DJC10D5S8SA
S7DACKC3S4;D6S6C6H3D5
C8S2H9S3S6;D5H4C3H3D7
H10H2D6D9C5;SQD10HAD4S7
HADKSQD4HK;S6D6S10SAH2
D8S7S10D3DK;H8CQHAC7C9
S10S4H9H10SA;H5DQC2C9D2
C3CKC4C6C8;DKD3S3CQD5
S2H5C5H9D6;S5S3D4HJC4
D10S4S3D7C3;D6SKS9S2SQ
S9C5C9CQS5;C6CAS6D8H4
CJS5SKCKS3;H3H6D7S4H5
C2C4CAH4S8;DKD3C5H5SA
H2C9HKHAH4;S8DKD8D2D6
S7HQSAS4S5;CASQCKHJH5
S8H5H9C7HK;SJHAH2C2DK
H3C3CKSAS9;SJH6H8S2C5
D5D4C3D7H9;S6CJC9SJS8
S7H3C8HJS4;D3DAC4CQC3
C4D2S6H3S4;H8SQC10DQH9
H6H3D10S6H4;S4C7DQCKS7
S8HKSQHQC10;C3DKCKH2D6
C5SKS9D3H8;HJC3SQS6CA
HJS6H3DKD4;C5SJS3S4S10
D4S8D9C5C6;C2CJC9C8H2
H5C8HQS7C7;SQD8C9D9S6
SQSJH6H10D9;C10H7HQS5CK
H8D2S8S2CQ;H7CAC4H4D10
D2SASKS8S3;D3S6H9C6DK
S9C5HQD10CJ;H6DQD8H10C8
SJS5D5S7SK;H2C3HAC6D3
C3HKC8SAH2;D7D8D6S2DJ
SAS9SJDKS8;H2D5C6H8S5
D9S6D3CJS5;DADKH2H4D10
H4S6D5C10S9;SAHJHQCAD3
D9HKCAHAH7;D8S10C9S6S7
CJC6D4CKC5;DJH9H3SKDK
C5C4S3C8H9;S4SKD9HJD4
H2C5S4DKSA;HASJH10CQHK
SAHJD6S7D9;H4CKC10C8CQ
C7S8C4CAD8;HKD3C10S7H5
SQDQH7H8CQ;H2H6C6C9CK
D2D8HKD9C9;S10H9DKC2H10
C2S4D4C10D8;HAD5S3H7C5
SKH9D10CQS7;H7D6D3SAC8
HKC8H9CKDJ;S4CJCAC6CQ
D7S5SAH5D10;SQH2C3C7HJ
CQC2D7S8C6;C7HACJS6D5
DQC6C8D2C2;S2H4H2SJH7
S4H6D3CJD6;C9H9HQSAS6
H8HQS7H2S4;HASKD6C8HK
D9D8S3SJS8;HAC6HKH2CQ
C4S4H9C6CQ;D2H6S3S10C9
C4S4D3C2S6;D8C8S9C7H6
C5H3D4CQD7;CAC4SKC6H9
S10D5SQSKC3;C9S9D4H5DJ
H8D9C2SKS7;H3H7H9C5C9
SAC3S6C9D4;C7C6DQH8SJ
SADQC6S5H3;DAD3C9S4CA
C7D10S3C8SA;HJDJDKHAH5
DAHJC7C2H7;CKS8CQH6C6
C3S4H3DKD6;HJD10D7H6S10
D2S5H8CJHJ;D8DKH3H5D9
HQS4D2H8S3;HAD9DKH10D4
H5H6S3H2SJ;D5H10H3D6C8
SJD4S6S2CQ;D7HKC4D9HA
C10CAD6D4S6;C2C4SQSJD7
S10DKS5SQSJ;D9S2H8SAH4
D4H5DQD10DJ;HKS8C9C4D6
SAC3DQH8H2;SQS5S2DKC5
CKCAS8D2C7;C4H7HAS5H4
H3S8SAC2H5;C9HQD9CAC3
DQH2S7S8HA;C7SASJS9S6
S4SAD3H10D5;D6HQHJS8S5
H2C2D4H3C6;H9C8C3DJHJ
H3S6CKSJHQ;D10S4H5DJC3
D9SAD3SQD7;S8HQS10S6H3
CAC9CJH7D8;S7C2S4D5DQ
S4D8SAS2SJ;H7D6D5HQC3
D3HKHAS9C10;D4DKHQSAH2
S8C2H7C10D10;H8DKS4S5SQ
H6SQD3H5C2;HKCQH9D7D5
SAS7H8HJH3;D9DJH5H6S2
DQSAHQSQC7;C3D3HAC5S2
C8H6S3H3C6;D4C4D8C10CQ
D2D10SAC10CQ;DAH8S6H10H6
SAS5D7CQS4;HJD8CJC2DK
S8SADACJS4;S6S10D2H4SJ
D9D6S5HKS4;C10S6S10C5C8
H6SAD9SJS7;C5S9H10D6CK
S4SJD5C4H2;H8DKC7HASQ
S2DJD8S6HA;C9S10SAD2S3
SKD7S4D6C8;C3C10D2SQH4
SAS8HKS4C2;DQH5C7S7H9
H7S4S2CASA;S6H6D4HJD7
S4C5D4S7C9;H7H3S10H8C8
S7SAH7S6H4;D2H3S9CQS10
S10D10CQD3S4;H8H7HKHQC9
H3DKSAHJH7;S8SJCAH10DA
HJSKDKS4HA;D2H6S8C5H9
H6D4S3C5H9;SKS2HJDKCQ
HAD6C6C4SQ;D9S3DKD2D4
S4D2D8H10S8;H7C6HQS2D6
CASJD7S5D2;D8SAS6DJD10
C5DQS10C6H10;S3S4S2CAC8
HAH9C6HJCQ;SKC7H10CKS5
H8S2SJC9HJ;SKH9C2H10H6
C8H4CADAC7;HJD4SKD5H7
DJD10CKSAH5;S9CAD7C9C8
SQC5C9C10D10;D9S3H9S4DK
SAS2H3CQD7;C5CJD10S9C7
D10D8H8SQD2;S8D4C10S7DJ
D10SAS5H3H6;S7C9H9CAD3
S7D5D6C3C2;H7CASAS2DA
HAH9S8HKSA;S2S10CKD2H2
SAHQC10C5H9;H8S2D2C8SJ
C9SAHAH7HK;CQD7DJC5S8
H10S6S3D7S9;H3H6D4S7H8
CQD6C4S4S7;C2D5DKS2D9
S3SQS2HAD9;DAC10SJS6C3
C5S3C4S4DA;HAS10DQC3H2
CKH6S4D2DQ;C10C3SQSJD8
S7S8H3D10C9;S4S3D7HJC8
S4D8S3HKH2;CQD5C5CJS5
C3S2D8DJH10;S10CKCAD3D5
D2SQC2S4S6;C10S8S3D3D10
D4S5C5HKH2;H6SAD9H8S7
S9H10H4CJSA;HAS8C6S10H7
H6S7D6SJC7;D9D7H8H9SA
D9SAD6C7S2;H5DAH8S3C3
S3D4S6H9D5;C2D7HKD9S2
D3S7HQDQC9;S6D8SKSADK
DKH3C5D5SA;C6H9SJDQC3
S10D3S8D6D4;SACAS2DJS6
S10H10HJD10C8;S4D5S2SAS8
S9DJSAD5C6;D3H2S10H9S2
C5H10H3H6C4;S7H8C7HQDJ
CJH8SAH9DJ;D2DKCQS7C3
S5HKCQC10H8;C8S7SAH9D7
H2H3D3D10H5;SAH4C4CJHK
H9S3H7S2CA;S8C4C9C2S5
C5S3C7SKH2;S4C9H5CAH3
H2H4CAD4DK;SKC3D2D6H6
HKH4H6SADA;SKHAC8S2DK
S7SAHKSJC9;C2C7H7D6H5
H2D4CAC9CQ;S2H9H10DQSQ
C5DJCAS5D10;H8S3HJHAH5
HAH4H7C8H8;H3CJCQD2S8
H5S3CQSJDQ;S7DJD10D3S2
H6SKCJC8SQ;HADASAHQCQ
C4S7S9S5S3;S6SKC9DQC6
H2S7C7D8H5;S2H10S5D7D10
S8DQHAH9S7;CKHJD9C10H6
S2S8D9C5C3;H5C6HJSQHK
S8C3H9S9C9;D5SJHQSQD2
H6CQS7HJC3;C7C6CJCKC8
SAS5HJCQC9;D8D3SJHQS6
S9S2H9S7S6;D9H2C7D2DJ
C5H9H10C8S5;S4DQCJC10C6
S7D3S5CKH4;C7SADKS6H9
C2C10DQS9S8;CJHQS6D2DJ
H9S8DJSQCK;DAH6SAH8D6
C2H6D3S6H8;HAHJSQD7H7
DJS9C8H3H9;DASJS8DKS4
H8C6SKHQH10;D6CKD3S8S4
